,Berichtsstart,Berichtsende,Anzeigenname,Auslieferung der Werbeanzeige,Name der Anzeigengruppe,Gebot,Art des Gebots,Budget der Anzeigengruppe,Art des Budgets für Anzeigengruppe,Letzte bedeutende Änderung,Attributionseinstellung,Ergebnisse,Indikator für Ergebnisse,Reichweite,Impressionen,Kosten pro Ergebnis,Ranking Qualität,Ranking Interaktionsrate,Ranking Conversion Rate,Ausgegebener Betrag (EUR),Ende,Kampagnenname,Kampagnen-ID,ID der Anzeigengruppe,Anzeigen-ID,Auslieferung der Anzeigengruppe,CPC (alle) (EUR),CTR (alle),Klicks (alle),Leads,Website-Leads,Prefix,Detail,Gender,Lookalike,Age,Placement,Numm,Lng,Interest,id
11,2022-10-09,2022-10-09,KW_36_ Copy+Image_4_5_03@1x.jpg,not_delivering,GG_PKV / finstone AV / TOF / 20-40 / MW / DE / Premium Placement / 004,0.0,ABSOLUTE_OCPM,15,Täglich,0,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / Finstone AV / ABO / 08.09.2022 / Leadgenerierung Versicherungsvermittlung,23851752244000117,23851752397650117,23851752397660117,inactive,0.0,0.0,0,,,GG,TOF,MW,LLA 1%,20-40,Premium Placement,004,DE,0,63228
12,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 D,not_delivering,GG6PT / 20-40 / MW / DE / Premium Placement / Exel. Lead 180D / D,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-08-09T10:37:27+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,2️⃣ ✅ GG_1_CBO_Restart_09.08.2022 / PKV / Leadgenerierung Versicherungsvermittlung,23851464204550117,23851464204480117,23851464204540117,inactive,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
13,2022-10-09,2022-10-09,00030 / 23.02.22 / long,not_delivering,GG_PT / Lookalike 1-2% Finonova_Qualifizierte_Leads / 20-40 / MW / DE / Feed+Story / 12.07.2022 / Exel. Lead 180D,0.0,ABSOLUTE_OCPM,50,Täglich,0,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG_0_Lookalike_Testing_ABO / PKV / Leadgenerierung Versicherungsvermittlung,23851253234800117,23851253295640117,23851253295680117,inactive,0.0,0.0,0,,,GG,Lead,MW,LLA 1%,20-40,Feed,180D,DE,0,63228
14,2022-10-09,2022-10-09,KW_38_KW26_finstone_Vergleich_Feed_79s,not_delivering,I_(RET)_M/W_20-40_DE_Story_Placement,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-30T13:48:08+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / PKV / finstone / Power 5 / 29.09.2022,23851974112420117,23851985198250117,23851985198260117,not_delivering,0.0,0.0,0,,,GG,0,M,LLA 1%,20-40,Story,0,DE,0,63228
15,2022-10-09,2022-10-09,KW_36_01@1x.jpg,active,GG_PKV / finstone AV / TOF / 20-40 / MW / DE / Premium Placement / 003,0.0,ABSOLUTE_OCPM,20,Täglich,0,7 Tage (Klick) oder 1 Tag (Aufruf),,,36,38,,–,–,–,6.54,Fortlaufend,GG 1 / Finstone AV / ABO / 08.09.2022 / Leadgenerierung Versicherungsvermittlung,23851752244000117,23851752381760117,23851752381750117,active,6.54,2.631579,1,,,GG,TOF,MW,LLA 1%,20-40,Premium Placement,003,DE,0,63228
16,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 A,active,GG6PT / 20-40 / MW / DE / Premium Placement / Exel. Lead 180D / B,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-14T10:30:21+0200,7 Tage (Klick) oder 1 Tag (Aufruf),11.0,actions:onsite_conversion.lead_grouped,10814,11031,18.757272727273,–,–,–,206.33,Fortlaufend,GG 1 / SCALE /  CBO / PKV / finonova / Leadgenerierung Versicherungsvermittlung,23851684152080117,23851684152150117,23851684152130117,active,1.506058,1.241954,137,11.0,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
17,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 A,not_delivering,GG6PT / 20-40 / MW / DE / Premium Placement / Exel. Lead 180D / B,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-08-09T10:37:34+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,2️⃣ ✅ GG_1_CBO_Restart_09.08.2022 / PKV / Leadgenerierung Versicherungsvermittlung,23851464204550117,23851464204470117,23851464204530117,inactive,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
18,2022-10-09,2022-10-09,KW_38_KW26_finstone_Vergleich_Feed_v2.png,not_delivering,I_(RET)_M/W_20-40_DE_Story_Placement,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-30T13:48:08+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / PKV / finstone / Power 5 / 29.09.2022,23851974112420117,23851985198250117,23851985198240117,not_delivering,0.0,0.0,0,,,GG,0,M,LLA 1%,20-40,Story,0,DE,0,63228
19,2022-10-09,2022-10-09,KW_36_Copy+Image_4_5_05@1x.jpg,not_delivering,GG_PKV / finstone AV / TOF / 20-40 / MW / DE / Premium Placement / 002,0.0,ABSOLUTE_OCPM,10,Täglich,2022-09-10T21:41:43+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / Finstone AV / ABO / 08.09.2022 / Leadgenerierung Versicherungsvermittlung,23851752244000117,23851752345830117,23851752345840117,inactive,0.0,0.0,0,,,GG,TOF,MW,LLA 1%,20-40,Premium Placement,002,DE,0,63228
20,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 E,not_delivering,GG6PT / 20-40 / MW / DE / Premium Placement / Exel. Lead 180D / E,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-08-09T10:37:26+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,2️⃣ ✅ GG_1_CBO_Restart_09.08.2022 / PKV / Leadgenerierung Versicherungsvermittlung,23851464204550117,23851464204490117,23851464204520117,not_delivering,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
21,2022-10-09,2022-10-09,KW_38_KW26_finstone_Vergleich_Feed_v2.png,not_delivering,I_(Broad)_M/W_20-40_DE_Story_Placement,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-30T13:48:09+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / PKV / finstone / Power 5 / 29.09.2022,23851974112420117,23851985170030117,23851985170050117,not_delivering,0.0,0.0,0,,,GG,0,M,LLA 1%,20-40,Story,0,DE,0,63228
22,2022-10-09,2022-10-09,KW_36_Copy+Image_4_5_00@1x.jpg,not_delivering,GG_PKV / finstone AV / TOF / 20-40 / MW / DE / Premium Placement / 001,0.0,ABSOLUTE_OCPM,15,Täglich,0,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / Finstone AV / ABO / 08.09.2022 / Leadgenerierung Versicherungsvermittlung,23851752244000117,23851752244180117,23851752244220117,inactive,0.0,0.0,0,,,GG,TOF,MW,LLA 1%,20-40,Premium Placement,001,DE,0,63228
23,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 B,not_delivering,GG6PT / 20-40 / MW / DE / Premium Placement / Exel. Lead 180D / C,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-08-09T10:37:31+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,2️⃣ ✅ GG_1_CBO_Restart_09.08.2022 / PKV / Leadgenerierung Versicherungsvermittlung,23851464204550117,23851464204460117,23851464204510117,inactive,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
24,2022-10-09,2022-10-09,KW_38_KW26_finstone_Vergleich_Feed_79s,not_delivering,I_(Broad)_M/W_20-40_DE_Story_Placement,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-30T13:48:09+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / PKV / finstone / Power 5 / 29.09.2022,23851974112420117,23851985170030117,23851985170040117,not_delivering,0.0,0.0,0,,,GG,0,M,LLA 1%,20-40,Story,0,DE,0,63228
25,2022-10-09,2022-10-09,finestone_KW28_00003_PKVimAlter_Feed_1_2.png,not_delivering,GG_PT / 20-40 / MW / DE / Feed+Story /  01.09.2022 / Excl. Lead 180D,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-01T13:39:07+0200,7 Tage (Klick) oder 1 Tag (Aufruf),0.0,reach,0,0,,–,–,–,0.0,Fortlaufend,finstone Test / Leadgenerierung Versicherungsvermittlung,23851684005410117,23851684005600117,23851684005690117,not_delivering,0.0,0.0,0,,,GG,Lead,MW,LLA 1%,20-40,Feed,180D,DE,0,63228
26,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 C,not_delivering,GG6PT / 20-40 / MW / DE / Premium Placement / Exel. Lead 180D / A,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-08-09T10:37:32+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,2️⃣ ✅ GG_1_CBO_Restart_09.08.2022 / PKV / Leadgenerierung Versicherungsvermittlung,23851464204550117,23851464204450117,23851464204500117,inactive,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
27,2022-10-09,2022-10-09,KW_38_KW26_finstone_Vergleich_Feed_v2.png,not_delivering,I_(LLA 1% Stacked)_M/W_20-40_DE_Story_Placement,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-30T13:49:53+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / PKV / finstone / Power 5 / 29.09.2022,23851974112420117,23851984847870117,23851984847880117,not_delivering,0.0,0.0,0,,,GG,0,M,(LLA 1% Stacked),20-40,Story,0,DE,0,63228
28,2022-10-09,2022-10-09,KW_38_KW26_finstone_Vergleich_Feed_79s,not_delivering,I_(LLA 1% Stacked)_M/W_20-40_DE_Story_Placement,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-30T13:49:53+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / PKV / finstone / Power 5 / 29.09.2022,23851974112420117,23851984847870117,23851984847860117,not_delivering,0.0,0.0,0,,,GG,0,M,(LLA 1% Stacked),20-40,Story,0,DE,0,63228
29,2022-10-09,2022-10-09,KW_34_Messenger_00@1x.jpg,not_delivering,GG_PT / 20-40 / MW / DE / Leadformular Test / Feed+Story / 07.09.2022 / Excl. Lead 180D / 002,0.0,ABSOLUTE_OCPM,30,Täglich,2022-09-07T14:27:03+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / 0 / ABO / Creative Test / Messaging Journey / Leadgenerierung Versicherungsvermittlung,23851624566890117,23851740338140117,23851740338160117,inactive,0.0,0.0,0,,,GG,Lead,MW,LLA 1%,20-40,Feed,180D,DE,0,63228
30,2022-10-09,2022-10-09,KW_34_Messenger_01@1x.jpg,not_delivering,GG_PT / 20-40 / MW / DE / Leadformular Test / Feed+Story / 26.08.2022 / Excl. Lead 180D,0.0,ABSOLUTE_OCPM,36,Täglich,0,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / 0 / ABO / Creative Test / Messaging Journey / Leadgenerierung Versicherungsvermittlung,23851624566890117,23851624566960117,23851624597780117,inactive,0.0,0.0,0,,,GG,Lead,MW,LLA 1%,20-40,Feed,180D,DE,0,63228
31,2022-10-09,2022-10-09,KW_38_KW26_finstone_Vergleich_Feed_79s,not_delivering,I_(Interest Stack)_M/W_20-40_DE_Story_Placement,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-30T13:56:46+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / PKV / finstone / Power 5 / 29.09.2022,23851974112420117,23851974112490117,23851984511860117,not_delivering,0.0,0.0,0,,,GG,0,M,LLA 1%,20-40,Story,0,DE,0,63228
32,2022-10-09,2022-10-09,KW_36_Messenger_02@1x.jpg,not_delivering,GG_PT / 20-40 / MW / DE / Leadformular Test / Feed+Story / 07.09.2022 / Excl. Lead 180D / 002,0.0,ABSOLUTE_OCPM,30,Täglich,2022-09-07T14:27:03+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / 0 / ABO / Creative Test / Messaging Journey / Leadgenerierung Versicherungsvermittlung,23851624566890117,23851740338140117,23851740338150117,inactive,0.0,0.0,0,,,GG,Lead,MW,LLA 1%,20-40,Feed,180D,DE,0,63228
33,2022-10-09,2022-10-09,00078s / AI / SplitS / 17.08.22,not_delivering,AI_1.0_Pred11.08._I / AI_Pix / finonova / MW / 20-40 / Selbstständige / Plcmt. all / Acopy 1209 – F,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-02T12:22:23+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / SCALE /  CBO / PKV / finonova / Leadgenerierung Versicherungsvermittlung,23851578008780117,23851578008930117,23851578008980117,inactive,0.0,0.0,0,,,GG,0,MW,LLA 1%,20-40,Plcmt. all,Pred11.08.,DE,0,63228
34,2022-10-09,2022-10-09,KW_38_KW26_finstone_Vergleich_Feed_v2.png,not_delivering,I_(Interest Stack)_M/W_20-40_DE_Story_Placement,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-30T13:56:46+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG / PKV / finstone / Power 5 / 29.09.2022,23851974112420117,23851974112490117,23851974112500117,not_delivering,0.0,0.0,0,,,GG,0,M,LLA 1%,20-40,Story,0,DE,0,63228
35,2022-10-09,2022-10-09,00078s / AI / SplitS / 17.08.22,not_delivering,AI_1.0_Pred11.08._II / AI_Pix / finonova / MW / 20-40 / Broad / Plcmt. all / Acopy 1209 – E,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-02T12:22:23+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / SCALE /  CBO / PKV / finonova / Leadgenerierung Versicherungsvermittlung,23851578008780117,23851578008950117,23851578008910117,not_delivering,0.0,0.0,0,,,GG,0,MW,LLA 1%,20-40,Broad,Pred11.08.,DE,0,63228
36,2022-10-09,2022-10-09,00078s / AI / SplitS / 17.08.22,not_delivering,AI_1.0_Pred11.08._II / AI_Pix / finonova / MW / 20-40 / Broad / Plcmt. all / Acopy 1209 – A,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-02T12:22:23+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / SCALE /  CBO / PKV / finonova / Leadgenerierung Versicherungsvermittlung,23851578008780117,23851578008970117,23851578008900117,inactive,0.0,0.0,0,,,GG,0,MW,LLA 1%,20-40,Broad,Pred11.08.,DE,0,63228
37,2022-10-09,2022-10-09,00078s / AI / SplitS / 17.08.22,not_delivering,AI_1.0_Pred11.08._I / AI_Pix / finonova / MW / 20-40 / Selbstständige / Plcmt. all / Acopy 1209 –B,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-02T12:22:23+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / SCALE /  CBO / PKV / finonova / Leadgenerierung Versicherungsvermittlung,23851578008780117,23851578008940117,23851578008890117,inactive,0.0,0.0,0,,,GG,0,MW,LLA 1%,20-40,Plcmt. all,Pred11.08.,DE,0,63228
38,2022-10-09,2022-10-09,00078s / AI / SplitS / 17.08.22,not_delivering,AI_1.0_Pred11.08._I / AI_Pix / finonova / MW / 20-40 / Selbstständige / Plcmt. all / Acopy 1209 – C,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-02T12:22:23+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / SCALE /  CBO / PKV / finonova / Leadgenerierung Versicherungsvermittlung,23851578008780117,23851578008960117,23851578008880117,inactive,0.0,0.0,0,,,GG,0,MW,LLA 1%,20-40,Plcmt. all,Pred11.08.,DE,0,63228
39,2022-10-09,2022-10-09,00078s / AI / SplitS / 17.08.22,not_delivering,AI_1.0_Pred11.08._II / AI_Pix / finonova / MW / 20-40 / Broad / Plcmt. all / Acopy 1209 – D,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-09-02T12:22:23+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / SCALE /  CBO / PKV / finonova / Leadgenerierung Versicherungsvermittlung,23851578008780117,23851578008920117,23851578008870117,inactive,0.0,0.0,0,,,GG,0,MW,LLA 1%,20-40,Broad,Pred11.08.,DE,0,63228
40,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 A,not_delivering,GG6PT / 20-40 / MW / Forbes / DE / Premium Placement / Exel. Lead 180D / – Copy,0.0,ABSOLUTE_OCPM,20,Täglich,0,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / ABO / finonove / Audience Testing / Leadgenerierung Versicherungsvermittlung,23851542717320117,23851542803770117,23851542803780117,inactive,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
41,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 A,not_delivering,GG6PT / 20-40 / MW / Stacked Luxury Sports / DE / Premium Placement / Exel. Lead 180D I,0.0,ABSOLUTE_OCPM,20,Täglich,0,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,GG 1 / ABO / finonove / Audience Testing / Leadgenerierung Versicherungsvermittlung,23851542717320117,23851542717360117,23851542717350117,inactive,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
42,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 A,not_delivering,GG6PT / 20-40 / MW / DE / Premium Placement / Exel. Lead 180D / F,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-08-18T12:47:42+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,2️⃣ ✅ GG_1_CBO_Scale_29.06.2022 / PKV / Leadgenerierung Versicherungsvermittlung,23851126292130117,23851541880820117,23851541880850117,not_delivering,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
43,2022-10-09,2022-10-09,00079 / Restart 27.06.2022 A,not_delivering,GG6PT / 20-40 / MW / DE / Premium Placement / Exel. Lead 180D / G,0.0,ABSOLUTE_OCPM,Kampagnenbudget wird verwendet,0,2022-08-18T12:47:42+0200,7 Tage (Klick) oder 1 Tag (Aufruf),,,0,0,,–,–,–,0.0,Fortlaufend,2️⃣ ✅ GG_1_CBO_Scale_29.06.2022 / PKV / Leadgenerierung Versicherungsvermittlung,23851126292130117,23851541880830117,23851541880840117,inactive,0.0,0.0,0,,,GG6PT,Lead,MW,LLA 1%,20-40,Premium Placement,180D,DE,0,63228
